   1: UNIQUE_HIDEOUT                                                   : Hideout Construction Kit
8914: T7_2H_HAMMER_UNDEAD@4                                            : Grandmaster's Tombhammer
8915: T8_2H_HAMMER_UNDEAD                                              : Elder's Tombhammer
8916: T8_2H_HAMMER_UNDEAD@1                                            : Elder's Tombhammer
8917: T8_2H_HAMMER_UNDEAD@2                                            : Elder's Tombhammer
8918: T8_2H_HAMMER_UNDEAD@3                                            : Elder's Tombhammer
8919: T8_2H_HAMMER_UNDEAD@4                                            : Elder's Tombhammer
8920: T4_2H_DUALHAMMER_HELL                                            : Adept's Forge Hammers
8921: T4_2H_DUALHAMMER_HELL@1                                          : Adept's Forge Hammers
8922: T4_2H_DUALHAMMER_HELL@2                                          : Adept's Forge Hammers
8923: T4_2H_DUALHAMMER_HELL@3                                          : Adept's Forge Hammers
8924: T4_2H_DUALHAMMER_HELL@4                                          : Adept's Forge Hammers
8925: T5_2H_DUALHAMMER_HELL                                            : Expert's Forge Hammers
8926: T5_2H_DUALHAMMER_HELL@1                                          : Expert's Forge Hammers
8927: T5_2H_DUALHAMMER_HELL@2                                          : Expert's Forge Hammers
8928: T5_2H_DUALHAMMER_HELL@3                                          : Expert's Forge Hammers
8929: T5_2H_DUALHAMMER_HELL@4                                          : Expert's Forge Hammers
8930: T6_2H_DUALHAMMER_HELL                                            : Master's Forge Hammers
8931: T6_2H_DUALHAMMER_HELL@1                                          : Master's Forge Hammers
8932: T6_2H_DUALHAMMER_HELL@2                                          : Master's Forge Hammers
8933: T6_2H_DUALHAMMER_HELL@3                                          : Master's Forge Hammers
8934: T6_2H_DUALHAMMER_HELL@4                                          : Master's Forge Hammers
8935: T7_2H_DUALHAMMER_HELL                                            : Grandmaster's Forge Hammers
8936: T7_2H_DUALHAMMER_HELL@1                                          : Grandmaster's Forge Hammers
8937: T7_2H_DUALHAMMER_HELL@2                                          : Grandmaster's Forge Hammers
8938: T7_2H_DUALHAMMER_HELL@3                                          : Grandmaster's Forge Hammers
8939: T7_2H_DUALHAMMER_HELL@4                                          : Grandmaster's Forge Hammers
8940: T8_2H_DUALHAMMER_HELL                                            : Elder's Forge Hammers
8941: T8_2H_DUALHAMMER_HELL@1                                          : Elder's Forge Hammers
8942: T8_2H_DUALHAMMER_HELL@2                                          : Elder's Forge Hammers
8943: T8_2H_DUALHAMMER_HELL@3                                          : Elder's Forge Hammers
8944: T8_2H_DUALHAMMER_HELL@4                                          : Elder's Forge Hammers
8945: T4_2H_RAM_KEEPER                                                 : Adept's Grovekeeper
8946: T4_2H_RAM_KEEPER@1                                               : Adept's Grovekeeper
8947: T4_2H_RAM_KEEPER@2                                               : Adept's Grovekeeper
8948: T4_2H_RAM_KEEPER@3                                               : Adept's Grovekeeper
8949: T4_2H_RAM_KEEPER@4                                               : Adept's Grovekeeper
8950: T5_2H_RAM_KEEPER                                                 : Expert's Grovekeeper
8951: T5_2H_RAM_KEEPER@1                                               : Expert's Grovekeeper
8952: T5_2H_RAM_KEEPER@2                                               : Expert's Grovekeeper
8953: T5_2H_RAM_KEEPER@3                                               : Expert's Grovekeeper
8954: T5_2H_RAM_KEEPER@4                                               : Expert's Grovekeeper
8955: T6_2H_RAM_KEEPER                                                 : Master's Grovekeeper
8956: T6_2H_RAM_KEEPER@1                                               : Master's Grovekeeper
8957: T6_2H_RAM_KEEPER@2                                               : Master's Grovekeeper
8958: T6_2H_RAM_KEEPER@3                                               : Master's Grovekeeper
8959: T6_2H_RAM_KEEPER@4                                               : Master's Grovekeeper
8960: T7_2H_RAM_KEEPER                                                 : Grandmaster's Grovekeeper
8961: T7_2H_RAM_KEEPER@1                                               : Grandmaster's Grovekeeper
8962: T7_2H_RAM_KEEPER@2                                               : Grandmaster's Grovekeeper
8963: T7_2H_RAM_KEEPER@3                                               : Grandmaster's Grovekeeper
8964: T7_2H_RAM_KEEPER@4                                               : Grandmaster's Grovekeeper
8965: T8_2H_RAM_KEEPER                                                 : Elder's Grovekeeper
8966: T8_2H_RAM_KEEPER@1                                               : Elder's Grovekeeper
8967: T8_2H_RAM_KEEPER@2                                               : Elder's Grovekeeper
8968: T8_2H_RAM_KEEPER@3                                               : Elder's Grovekeeper
8969: T8_2H_RAM_KEEPER@4                                               : Elder's Grovekeeper
8970: T4_2H_HAMMER_AVALON                                              : Adept's Hand of Justice
8971: T4_2H_HAMMER_AVALON@1                                            : Adept's Hand of Justice
8972: T4_2H_HAMMER_AVALON@2                                            : Adept's Hand of Justice
8973: T4_2H_HAMMER_AVALON@3                                            : Adept's Hand of Justice
8974: T4_2H_HAMMER_AVALON@4                                            : Adept's Hand of Justice
8975: T5_2H_HAMMER_AVALON                                              : Expert's Hand of Justice
8976: T5_2H_HAMMER_AVALON@1                                            : Expert's Hand of Justice
8977: T5_2H_HAMMER_AVALON@2                                            : Expert's Hand of Justice
8978: T5_2H_HAMMER_AVALON@3                                            : Expert's Hand of Justice
8979: T5_2H_HAMMER_AVALON@4                                            : Expert's Hand of Justice
8980: T6_2H_HAMMER_AVALON                                              : Master's Hand of Justice
8981: T6_2H_HAMMER_AVALON@1                                            : Master's Hand of Justice
8982: T6_2H_HAMMER_AVALON@2                                            : Master's Hand of Justice
8983: T6_2H_HAMMER_AVALON@3                                            : Master's Hand of Justice
8984: T6_2H_HAMMER_AVALON@4                                            : Master's Hand of Justice
8985: T7_2H_HAMMER_AVALON                                              : Grandmaster's Hand of Justice
8986: T7_2H_HAMMER_AVALON@1                                            : Grandmaster's Hand of Justice
8987: T7_2H_HAMMER_AVALON@2                                            : Grandmaster's Hand of Justice
8988: T7_2H_HAMMER_AVALON@3                                            : Grandmaster's Hand of Justice
8989: T7_2H_HAMMER_AVALON@4                                            : Grandmaster's Hand of Justice
8990: T8_2H_HAMMER_AVALON                                              : Elder's Hand of Justice
8991: T8_2H_HAMMER_AVALON@1                                            : Elder's Hand of Justice
8992: T8_2H_HAMMER_AVALON@2                                            : Elder's Hand of Justice
8993: T8_2H_HAMMER_AVALON@3                                            : Elder's Hand of Justice
8994: T8_2H_HAMMER_AVALON@4                                            : Elder's Hand of Justice
8995: T4_2H_HAMMER_CRYSTAL                                             : Adept's Truebolt Hammer
8996: T4_2H_HAMMER_CRYSTAL@1                                           : Adept's Truebolt Hammer
8997: T4_2H_HAMMER_CRYSTAL@2                                           : Adept's Truebolt Hammer
8998: T4_2H_HAMMER_CRYSTAL@3                                           : Adept's Truebolt Hammer
8999: T4_2H_HAMMER_CRYSTAL@4                                           : Adept's Truebolt Hammer
9000: T5_2H_HAMMER_CRYSTAL                                             : Expert's Truebolt Hammer
9001: T5_2H_HAMMER_CRYSTAL@1                                           : Expert's Truebolt Hammer
9002: T5_2H_HAMMER_CRYSTAL@2                                           : Expert's Truebolt Hammer
9003: T5_2H_HAMMER_CRYSTAL@3                                           : Expert's Truebolt Hammer
9004: T5_2H_HAMMER_CRYSTAL@4                                           : Expert's Truebolt Hammer
9005: T6_2H_HAMMER_CRYSTAL                                             : Master's Truebolt Hammer
9006: T6_2H_HAMMER_CRYSTAL@1                                           : Master's Truebolt Hammer
9007: T6_2H_HAMMER_CRYSTAL@2                                           : Master's Truebolt Hammer
9008: T6_2H_HAMMER_CRYSTAL@3                                           : Master's Truebolt Hammer
9009: T6_2H_HAMMER_CRYSTAL@4                                           : Master's Truebolt Hammer
9010: T7_2H_HAMMER_CRYSTAL                                             : Grandmaster's Truebolt Hammer
9011: T7_2H_HAMMER_CRYSTAL@1                                           : Grandmaster's Truebolt Hammer
9012: T7_2H_HAMMER_CRYSTAL@2                                           : Grandmaster's Truebolt Hammer
9013: T7_2H_HAMMER_CRYSTAL@3                                           : Grandmaster's Truebolt Hammer
9014: T7_2H_HAMMER_CRYSTAL@4                                           : Grandmaster's Truebolt Hammer
9015: T8_2H_HAMMER_CRYSTAL                                             : Elder's Truebolt Hammer
9016: T8_2H_HAMMER_CRYSTAL@1                                           : Elder's Truebolt Hammer
9017: T8_2H_HAMMER_CRYSTAL@2                                           : Elder's Truebolt Hammer
9018: T8_2H_HAMMER_CRYSTAL@3                                           : Elder's Truebolt Hammer
9019: T8_2H_HAMMER_CRYSTAL@4                                           : Elder's Truebolt Hammer
9020: T3_MAIN_MACE                                                     : Journeyman's Mace
9021: T4_MAIN_MACE                                                     : Adept's Mace
9022: T4_MAIN_MACE@1                                                   : Adept's Mace
9023: T4_MAIN_MACE@2                                                   : Adept's Mace
9024: T4_MAIN_MACE@3                                                   : Adept's Mace
9025: T4_MAIN_MACE@4                                                   : Adept's Mace
9026: T5_MAIN_MACE                                                     : Expert's Mace
9027: T5_MAIN_MACE@1                                                   : Expert's Mace
9028: T5_MAIN_MACE@2                                                   : Expert's Mace
9029: T5_MAIN_MACE@3                                                   : Expert's Mace
9030: T5_MAIN_MACE@4                                                   : Expert's Mace
